"","Forest","Forest_Edge_Exterior","Forest_Edge_Interior","Grass_Far","Grass_Near","Pioneer_Far","Pioneer_Near","UMNR"
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Phaeosphaeriaceae.4",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Sordariales_fam_Incertae_sedis.6",0,0,0,0,3,0,0,0
"k__Fungi.p__Glomeromycota.c__Glomeromycetes.o__Glomerales.f__Claroideoglomeraceae.g__Claroideoglomus.s__unidentified.2",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Penicillium.60",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.f__Rhynchogastremataceae.g__Papiliotrema.2",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.23",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Geoglossomycetes.o__Geoglossales.f__Geoglossaceae.g__Trichoglossum.s__unidentified",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.15",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.85",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__unidentified.g__unidentified.s__unidentified.28",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Trechisporales.f__Hydnodontaceae.g__Trechispora.12",0,0,0,0,3,0,0,0
"k__Fungi.p__Rozellomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.84",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Thelephorales.f__Thelephoraceae.g__Tomentellopsis",0,0,0,0,3,0,0,0
"k__Fungi.p__Chytridiomycota.c__Rhizophydiomycetes.o__Rhizophydiales.f__unidentified.g__unidentified.s__unidentified.9",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.22",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.14",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.57",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Trichocomaceae.g__Talaromyces.33",0,0,0,0,3,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Togniniales.f__Togniniaceae.g__Phaeoacremonium.2",0,0,0,0,3,0,0,0
"k__Fungi.p__Glomeromycota.c__Archaeosporomycetes.o__Archaeosporales.f__Archaeosporaceae",0,0,0,0,3,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.g__Clavaria.3",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Bionectriaceae.g__Clonostachys.14",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Myriangiales.f__Elsinoaceae.g__Elsinoe",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.58",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Capnodiales.f__unidentified.g__unidentified.s__unidentified.7",0,0,0,0,0,0,0,3
"k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.17",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae.g__Metarhizium.s__Metarhizium_anisopliae.7",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Minutisphaerales.f__Minutisphaeraceae.g__Minutisphaera.2",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.33",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.62",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.9",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.34",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.15",0,0,0,0,0,0,0,3
"k__Fungi.p__Mortierellomycota.c__Mortierellomycetes.o__Mortierellales.f__Mortierellaceae.g__Mortierella.33",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.86",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__unidentified.g__unidentified.s__unidentified.20",0,0,0,0,0,0,0,3
"k__Fungi.p__Basidiomycota.c__Tremellomycetes.10",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Diaporthales.f__Diaporthaceae.g__Diaporthe.4",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Tubeufiales.f__Tubeufiaceae.8",0,0,0,0,0,0,0,3
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.g__unidentified.s__unidentified.10",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.19",0,0,0,0,0,0,0,3
"k__Fungi.p__Glomeromycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.2",0,0,0,0,0,0,0,3
"k__Fungi.14",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__Chaetomiaceae.39",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Onygenales.f__Arthrodermataceae.g__Microsporum.s__Microsporum_audouinii",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.94",0,0,0,0,0,0,0,3
"k__Fungi.p__Glomeromycota.c__Glomeromycetes.o__Glomerales.f__Glomeraceae.43",0,0,0,0,0,0,0,3
"k__Fungi.p__Rozellomycota.c__Rozellomycotina_cls_Incertae_sedis.o__GS05.f__unidentified.g__unidentified.s__unidentified.6",0,0,0,0,0,0,0,3
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Tricholomataceae.g__Mycena.s__unidentified",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__unidentified.g__unidentified.s__unidentified.29",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Venturiales.f__Sympoventuriaceae.10",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Stachybotryaceae.20",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__unidentified.g__unidentified.s__unidentified.6",0,0,0,0,0,0,0,3
"k__Fungi.p__unidentified.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.50",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Melanommataceae.4",0,0,0,0,0,0,0,3
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Chaetosphaeriales.f__Chaetosphaeriaceae.g__Thozetella.2",0,0,0,0,0,0,0,3
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Entolomataceae.g__Entoloma.13",0,0,0,0,0,0,0,3
"k__Fungi.p__Glomeromycota.c__Archaeosporomycetes.o__Archaeosporales.4",0,0,0,3,0,0,0,0
"k__Fungi.p__unidentified.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.51",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Torulaceae",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Atractiellomycetes.o__Atractiellales.f__unidentified.g__unidentified.s__unidentified.7",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Agaricaceae.17",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Chaetothyriales.f__Herpotrichiellaceae.g__unidentified.s__unidentified.75",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.20",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Pluteaceae.g__Volvariella",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Auriculariales.f__unidentified.g__unidentified.s__unidentified.10",0,0,0,3,0,0,0,0
"k__Fungi.p__Aphelidiomycota.c__Aphelidiomycetes.o__GS16.f__unidentified.g__unidentified.s__unidentified.2",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Entolomataceae.g__Entoloma.14",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Tritirachiomycetes.o__Tritirachiales.f__Tritirachiaceae.g__Paratritirachium",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Magnaporthaceae.g__Magnaporthiopsis.2",0,0,0,3,0,0,0,0
"k__Fungi.p__Glomeromycota.c__Glomeromycetes.o__Glomerales.f__Glomeraceae.g__Glomus.5",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Tremellomycetes.o__Tremellales.f__Bulleribasidiaceae.g__Hannaella.4",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Entolomataceae.g__Entoloma.15",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.g__Clavaria.s__unidentified.5",0,0,0,3,0,0,0,0
"k__Fungi.p__Basidiomycota.4",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Sordariales.f__unidentified.g__unidentified.s__unidentified.30",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Tubeufiales.f__Tubeufiaceae.g__unidentified.s__unidentified.4",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Lecanoromycetes.o__Lecanorales",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Tubeufiales.f__Tubeufiaceae.g__Tubeufia.2",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.41",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.98",0,0,0,3,0,0,0,0
"k__Fungi.p__Glomeromycota.c__Glomeromycetes.o__Glomerales.f__Glomeraceae.g__Glomus.6",0,0,0,3,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.99",2,0,0,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.85",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.36",2,0,0,0,0,0,0,0
"k__Fungi.p__Chytridiomycota.c__Rhizophydiomycetes.o__Rhizophydiales.f__Terramycetaceae.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.24",2,0,0,0,0,0,0,0
"k__Fungi.p__Chytridiomycota.c__Rhizophydiomycetes.o__Rhizophydiales.f__Rhizophydiaceae.g__Rhizophydium.s__unidentified.1",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Kazachstania.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.35",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Lecanoromycetes.1",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.134",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.9",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__Helotiales_fam_Incertae_sedis.g__Chalara.s__unidentified.5",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Xylariaceae.17",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__Helotiaceae.g__Tetracladium.s__unidentified",2,0,0,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.86",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.100",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Chaetosphaeriales.f__Chaetosphaeriaceae.36",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__unidentified.g__unidentified.s__unidentified.21",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Agaricaceae.g__Leucoagaricus.7",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Kazachstania.3",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.21",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Conioscyphales.f__Conioscyphaceae.g__Conioscypha.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.22",2,0,0,0,0,0,0,0
"k__Fungi.p__Mortierellomycota.c__Mortierellomycetes.o__Mortierellales.f__Mortierellaceae.g__Mortierella.s__unidentified.20",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Auriculariales.f__unidentified.g__unidentified.s__unidentified.11",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Auriculariales.6",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Tremellomycetes.11",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Pleurotheciales.f__Pleurotheciaceae.1",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.37",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Tubeufiales.5",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.135",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Teichosporaceae.g__Teichospora.4",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Hypocreaceae.10",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Capnodiales.13",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.59",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycetes.o__Pezizales.f__Pyronemataceae.g__Scutellinia.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Orbiliomycetes.o__Orbiliales.f__unidentified.g__unidentified.s__unidentified.10",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__Myxotrichaceae.g__Oidiodendron.s__unidentified.22",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Xylariaceae.18",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Lecanoromycetes.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Cantharellales.f__Botryobasidiaceae.g__Botryobasidium.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Tricholomataceae.g__Mycena.9",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.60",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.25",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Trechisporales.f__Hydnodontaceae.g__Trechispora.13",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Chaetothyriales.f__Herpotrichiellaceae.g__Exophiala.12",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Cystobasidiomycetes.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Chytridiomycota.c__Rhizophydiomycetes.o__Rhizophydiales.f__unidentified.g__unidentified.s__unidentified.10",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Minutisphaerales.f__Minutisphaeraceae.g__Minutisphaera.3",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Capnodiales.14",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Togniniales.f__Togniniaceae.g__Phaeoacremonium.3",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Chaetothyriales.f__Cyphellophoraceae.g__Cyphellophora.4",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Bionectriaceae.g__Geosmithia",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Pluteaceae.g__Pluteus.6",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Tubeufiales.f__Tubeufiaceae.g__unidentified.s__unidentified.5",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Xylariaceae.g__Hypoxylon.7",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.10",2,0,0,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__Rozellomycotina_cls_Incertae_sedis.o__GS10.f__unidentified.g__unidentified.s__unidentified.5",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.136",2,0,0,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Entolomataceae.g__Clitopilus",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.101",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Pichiaceae.g__Martiniozyma.s__unidentified",2,0,0,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.87",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Pichiaceae.g__Pichia.s__Pichia_terricola",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.36",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.1",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Xylariaceae.g__Xylaria.4",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Microdochiaceae",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Pleosporaceae.g__Curvularia.2",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.137",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Onygenales.f__Onygenales_fam_Incertae_sedis.g__Malbranchea.s__Malbranchea_cinnamomea",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.61",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.102",2,0,0,0,0,0,0,0
"k__Fungi.p__Ascomycota.38",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.23",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.103",0,0,2,0,0,0,0,0
"k__Fungi.p__unidentified.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.52",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Capnodiales.f__Teratosphaeriaceae",0,0,2,0,0,0,0,0
"k__Fungi.p__Chytridiomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.5",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Atractiellomycetes.o__Atractiellales.f__Atractiellales_fam_Incertae_sedis.g__Helicogloea.1",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Onygenales.f__Nannizziopsiaceae.g__Nannizziopsis.2",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Chaetosphaeriales.f__Chaetosphaeriaceae.g__Chaetosphaeria.16",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Ophiostomatales.f__Ophiostomataceae.g__Ophiostoma.s__Ophiostoma_nigrocarpum",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.104",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.138",0,0,2,0,0,0,0,0
"k__Fungi.p__Glomeromycota.c__Glomeromycetes.o__Glomerales.f__Glomeraceae.44",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.37",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__unidentified.f__unidentified.g__unidentified.s__unidentified.26",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Hymenochaetales.f__Schizoporaceae.1",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Sporocadaceae.6",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.62",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Xylariales.f__Microdochiaceae.1",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.139",0,0,2,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.88",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.87",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.16",0,0,2,0,0,0,0,0
"k__Fungi.p__Rozellomycota.c__Rozellomycotina_cls_Incertae_sedis.o__GS05.f__unidentified.g__unidentified.s__unidentified.7",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Physalacriaceae.g__Hymenopellis.1",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__unidentified.o__unidentified.f__unidentified.g__unidentified.s__unidentified.88",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Auriculariales.f__unidentified.g__unidentified.s__unidentified.12",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.63",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__unidentified.g__unidentified.s__unidentified.22",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Ophiostomatales.f__Ophiostomataceae.g__Ophiostoma.1",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Capnodiales.15",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__unidentified.g__unidentified.s__unidentified.23",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Leotiomycetes.o__Helotiales.f__Myxotrichaceae.g__Oidiodendron.15",0,0,2,0,0,0,0,0
"k__Fungi.p__Basidiomycota.c__Agaricomycetes.o__Agaricales.f__Clavariaceae.g__unidentified.s__unidentified.11",0,0,2,0,0,0,0,0
"k__Fungi.p__Chytridiomycota.c__Synchytriomycetes.o__Synchytriales.f__Synchytriaceae.g__unidentified.s__unidentified.3",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Pezizomycotina_cls_Incertae_sedis.o__Pezizomycotina_ord_Incertae_sedis.f__Pezizomycotina_fam_Incertae_sedis.g__Ciliophora.s__unidentified.24",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Pleosporales.f__Dictyosporiaceae.7",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__unidentified.g__unidentified.s__unidentified.12",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Chaetosphaeriales.f__Chaetosphaeriaceae.37",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Orbiliomycetes.o__Orbiliales.f__Orbiliaceae.9",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.105",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.95",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.39",0,0,2,0,0,0,0,0
"k__Fungi.p__Ascomycota.c__Dothideomycetes.38",0,0,2,0,0,0,0,0
